Scores,PCA_Scores
0.9688,0.9691
0.9688,0.9691
0.9688,0.9691
0.9688,0.9691
0.9688,0.9691
0.9688,0.9691
0.9688,0.9691
0.9688,0.9691
0.9688,0.9691
